headword	raw_string	response	verification	comment	attempts
dock	dock n./v.	"{""headword"":""dock"",""explanation"":""「dock」在學測中具有完全不同的兩種主要身份：名詞時指港口的「碼頭」或「被告席」，動詞時則指「停泊」或「扣除（工資）」。學生需根據上下文判斷是關於物流運輸、法律審判或是薪資計算。"",""senses"":[{""sense"":""碼頭；停泊處（船隻停靠以裝卸貨物或乘客的地方）"",""entries"":[{""pattern"":""dock"",""pos"":""noun"",""translation"":""碼頭；停泊處"",""explanation"":""指船隻停靠的物理設施。常用於描述旅行、貿易或港口情境。"",""sentences"":[{""sentence"":""The giant cruise ship slowly moved toward the <target>dock</target>, while hundreds of excited tourists waited on the sandy shore to welcome their family members."",""translation"":""巨大的郵輪緩慢地向碼頭移動，而數百名興奮的遊客在沙灘上等待迎接他們的家人。""},{""sentence"":""Workers at the <target>dock</target> spent the whole morning unloading heavy wooden crates filled with fresh fruit from the southern islands."",""translation"":""碼頭上的工人整個上午都在卸載從南方島嶼運來的裝滿新鮮水果的沉重木箱。""}]}],""synonyms"":[{""word"":""pier"",""pos"":""noun"",""translation"":""碼頭；棧橋"",""explanation"":""通常指從岸邊向海中延伸的結構""},{""word"":""wharf"",""pos"":""noun"",""translation"":""碼頭；貨運碼頭"",""explanation"":""強調貨物裝卸功能""}],""antonyms"":[]},{""sense"":""被告席（法庭中被告坐的位置）"",""entries"":[{""pattern"":""in the dock"",""pos"":""noun"",""translation"":""在被告席上"",""explanation"":""法律情境的慣用語。指某人被指控犯罪並在法庭受審。"",""sentences"":[{""sentence"":""The man stood <pattern>in</pattern> the <target>dock</target>, looking nervous as the judge began to read the final verdict of the court."",""translation"":""那名男子站在被告席上，當法官開始宣讀法院的最終判決時，他看起來很緊張。""}]}],""synonyms"":[],""antonyms"":[]},{""sense"":""停泊；靠岸（船隻進入碼頭停下）"",""entries"":[{""pattern"":""dock at sth."",""pos"":""verb"",""translation"":""停泊在…"",""explanation"":""描述船隻進入港口並在特定位置停靠的過程。"",""sentences"":[{""sentence"":""The small fishing boat <target>docked</target> <pattern>at</pattern> the local harbor just before the sun set over the blue horizon."",""translation"":""小漁船在太陽落向藍色地平線之前，正好停泊在當地港口。""}]},{""pattern"":""dock sth."",""pos"":""verb"",""translation"":""使…停泊"",""explanation"":""及物動詞用法，指將船隻或太空船停泊在指定位置。"",""sentences"":[{""sentence"":""The skilled captain managed to <target>dock</target> the massive cargo ship <pattern>in</pattern> the narrow harbor during the heavy rain storm."",""translation"":""那位熟練的船長在暴風雨中成功地將巨大的貨輪停泊在狹窄的港口中。""}]}],""synonyms"":[{""word"":""moor"",""pos"":""verb"",""translation"":""繫船；停泊"",""explanation"":""強調用繩索將船固定在碼頭""},{""word"":""berth"",""pos"":""verb"",""translation"":""停泊"",""explanation"":""較正式的用詞""}],""antonyms"":[{""word"":""set sail"",""pos"":""verb"",""translation"":""啟航"",""explanation"":null}]},{""sense"":""扣除；削減（通常指薪水或分數）"",""entries"":[{""pattern"":""dock sth. from sb."",""pos"":""verb"",""translation"":""從某人處扣除某事"",""explanation"":""常用於職場或學校情境，指因為遲到或犯錯而削減報酬或分數。"",""sentences"":[{""sentence"":""The strict manager decided to <target>dock</target> one day's pay <pattern>from</pattern> the employee's monthly salary because he was late three times."",""translation"":""那位嚴格的主管決定因為該員工遲到三次，而從其月薪中扣除一天的薪水。""}]}],""synonyms"":[{""word"":""deduct"",""pos"":""verb"",""translation"":""扣除"",""explanation"":""最通用且正式的扣除方式""}],""antonyms"":[{""word"":""add"",""pos"":""verb"",""translation"":""增加"",""explanation"":null}]}],""conjugations"":{""past_tense"":""docked"",""past_participle"":""docked""},""relatives"":{""morphology"":""base word"",""related"":[{""word"":""docking"",""pos"":""noun"",""translation"":""停泊；對接"",""explanation"":""指船隻或太空船的停泊過程""}]}}"	ai_pass	 	1
dolphin	dolphin n.	"{""headword"":""dolphin"",""explanation"":""「dolphin」是基礎自然生物類單字，常出現在關於海洋生態、動物智能或環境保護的閱讀測驗中。"",""senses"":[{""sense"":""海豚"",""entries"":[{""pattern"":""dolphin"",""pos"":""noun"",""translation"":""海豚"",""explanation"":""指海洋哺乳類動物。常用於描述其聰明、友善的特性。"",""sentences"":[{""sentence"":""The tourists were thrilled to see a group of <target>dolphins</target> jumping out of the water and swimming alongside their boat."",""translation"":""遊客們很高興看到一群海豚跳出水面，並在他們的船隻旁游泳。""},{""sentence"":""Scientists have discovered that <target>dolphins</target> use a special kind of sound wave to find fish and communicate with each other."",""translation"":""科學家發現海豚使用一種特殊的聲波來尋找魚類並彼此溝通。""}]}],""synonyms"":[],""antonyms"":[]}],""conjugations"":null,""relatives"":{""morphology"":null,""related"":[]}}"	ai_pass		0
donkey	donkey n.	"{""headword"":""donkey"",""explanation"":""「donkey」是基礎動物類單字，常用於描述農村生活、勞動動物或某些文化傳統。"",""senses"":[{""sense"":""驢子"",""entries"":[{""pattern"":""donkey"",""pos"":""noun"",""translation"":""驢子"",""explanation"":""指一種勞動動物。常用於描述其耐力或在農村的用途。"",""sentences"":[{""sentence"":""In some small mountain villages, farmers still use a <target>donkey</target> to carry heavy bags of corn up the narrow and rocky paths."",""translation"":""在一些小型山村中，農民仍然使用驢子將沉重的玉米袋沿著狹窄且多石的小徑運上去。""},{""sentence"":""The little girl loved her pet <target>donkey</target>, which was very friendly and always followed her around the farm."",""translation"":""那個小女孩很喜歡她的寵物驢子，牠非常友善，且總是跟著她在農場裡走。""}]}],""synonyms"":[],""antonyms"":[]}],""conjugations"":null,""relatives"":{""morphology"":null,""related"":[]}}"	ai_pass		0
dose	dose n./v.	"{""headword"":""dose"",""explanation"":""「dose」在醫療健康類文章中是核心詞彙。注意它既可作為名詞（劑量）也可作為動詞（給藥），但在學測中名詞用法最為高頻。"",""senses"":[{""sense"":""劑量；藥量（一次給藥的量）"",""entries"":[{""pattern"":""a dose of sth."",""pos"":""noun"",""translation"":""一劑…；一份…"",""explanation"":""指藥物的具體數量。也可用於比喻義，指一份某種情感或體驗。"",""sentences"":[{""sentence"":""The doctor told the patient to take one <target>dose</target> <pattern>of</pattern> the medicine every eight hours to treat the infection."",""translation"":""醫生告訴病人每八小時服用一劑藥物以治療感染。""},{""sentence"":""After a long week of hard work, the student took a short vacation to get a much-needed <target>dose</target> <pattern>of</pattern> fresh air."",""translation"":""經過一週的辛勤工作後，學生參加了短暫的假期以獲取一份非常需要的新鮮空氣。""}]}],""synonyms"":[{""word"":""dosage"",""pos"":""noun"",""translation"":""劑量；給藥量"",""explanation"":""指藥物服用的總量或特定比例""}],""antonyms"":[]}],""conjugations"":{""past_tense"":""dosed"",""past_participle"":""dosed""},""relatives"":{""morphology"":""base word"",""related"":[{""word"":""dosage"",""pos"":""noun"",""translation"":""劑量"",""explanation"":null}]}}"	ai_pass		1
doubtful	doubtful adj.	"{""headword"":""doubtful"",""explanation"":""「doubtful」在閱讀測驗中常用於表達作者的懷疑或態度。它可以用作主詞補語（指人懷疑）或名詞補語（指事是不確定的）。"",""senses"":[{""sense"":""懷疑的；不確定的（指人主觀上的不信）"",""entries"":[{""pattern"":""be doubtful about sth."",""pos"":""adjective"",""translation"":""對…感到懷疑"",""explanation"":""描述一個人的心理狀態，對某件事的真實性或可能性感到不確定。"",""sentences"":[{""sentence"":""Many parents are <target>doubtful</target> <pattern>about</pattern> the new school policy, as they believe it will only increase the stress on students."",""translation"":""許多家長對新學校政策感到懷疑，因為他們相信它將只會增加學生的壓力。""},{""sentence"":""The young scientist was <target>doubtful</target> <pattern>about</pattern> the results of the experiment, so she decided to repeat it one more time."",""translation"":""這位年輕的科學家對實驗結果感到懷疑，因此她決定再重複一次。""}]}],""synonyms"":[{""word"":""skeptical"",""pos"":""adjective"",""translation"":""懷疑的"",""explanation"":""語氣較強，強調不輕信""},{""word"":""uncertain"",""pos"":""adjective"",""translation"":""不確定的"",""explanation"":null}],""antonyms"":[{""word"":""certain"",""pos"":""adjective"",""translation"":""確定的"",""explanation"":null},{""word"":""sure"",""pos"":""adjective"",""translation"":""確定的"",""explanation"":null}]},{""sense"":""令人懷疑的；不確定的（指事物的屬性）"",""entries"":[{""pattern"":""be doubtful"",""pos"":""adjective"",""translation"":""不確定的；令人懷疑的"",""explanation"":""指某件事發生的可能性很低，或其品質/真實性令人懷疑。"",""sentences"":[{""sentence"":""Since the weather forecast predicts a heavy storm tomorrow, it is <target>doubtful</target> that the outdoor concert will take place."",""translation"":""由於天氣預報預測明天有大風暴，戶外音樂會能舉行是不確定的。""},{""sentence"":""The evidence provided by the witness was <target>doubtful</target>, leading the judge to reject the case."",""translation"":""碼頭上的工人整個上午都在卸載從南方島嶼運來的裝滿新鮮水果的沉重木箱。""}]}],""synonyms"":[{""word"":""unlikely"",""pos"":""adjective"",""translation"":""不大可能的"",""explanation"":null},{""word"":""questionable"",""pos"":""adjective"",""translation"":""有疑問的"",""explanation"":null}],""antonyms"":[{""word"":""probable"",""pos"":""adjective"",""translation"":""可能的"",""explanation"":null},{""word"":""probable"",""pos"":""adjective"",""translation"":""可能的"",""explanation"":null}]}],""conjugations"":null,""relatives"":{""morphology"":""字根 doubt (懷疑) + 形容詞字尾 -ful (充滿…的)"",""related"":[{""word"":""doubt"",""pos"":""noun"",""translation"":""懷疑"",""explanation"":null},{""word"":""doubt"",""pos"":""verb"",""translation"":""translation"",""explanation"":null},{""word"":""doubtless"",""pos"":""adjective"",""translation"":""毫無疑問的"",""explanation"":""由 doubt + -less (沒有) 延伸而來。""}]}}"	ai_fail	Sentence 2 of sense 2 contains completely unrelated gibberish text (talking about dock workers and fruit boxes) instead of an example for 'doubtful'. Also, the antonyms list for sense 2 contains a duplicate entry for 'probable'. In the relatives section, the entry for 'doubt doubt' is missing its translation. Finally, the translation for 'doubtless' is '毫無疑問的', but the explanation is empty.	1
doughnut	doughnut n.	"{""headword"":""doughnut"",""explanation"":""「doughnut」在學測中通常出現在日常生活、飲食文化或簡單的描述性文章中。其拼法有兩種（doughnut 或 donut），但正式寫作中建議使用前者。"",""senses"":[{""sense"":""甜甜圈"",""entries"":[{""pattern"":""doughnut"",""pos"":""noun"",""translation"":""甜甜圈"",""explanation"":""指一種環狀的油炸甜點。常用於描述食物外觀或作為零食的代表。"",""sentences"":[{""sentence"":""The bakery on the corner sells fresh, warm <target>doughnuts</target> every morning, attracting a long line of hungry students."",""translation"":""轉角的那家烘焙店每天早晨都賣新鮮且溫暖的甜甜圈，吸引了一長排飢餓的學生。""}]},{""pattern"":""glazed doughnut"",""pos"":""noun"",""translation"":""糖霜甜甜圈"",""explanation"":""一種表面塗有糖霜的甜甜圈，是最常見的描述方式。"",""sentences"":[{""sentence"":""For a mid-afternoon snack, Sarah chose a sweet <pattern>glazed</pattern> <target>doughnut</target> and a cup of hot coffee from the local cafe."",""translation"":""作為下午茶點心，莎拉從當地咖啡店選擇了一個甜甜的糖霜甜甜圈和一杯熱咖啡。""}]},{""pattern"":""doughnut shop"",""pos"":""noun"",""translation"":""甜甜圈店"",""explanation"":""指銷售甜甜圈的專賣店。"",""sentences"":[{""sentence"":""The newly opened <target>doughnut</target> <pattern>shop</pattern> in the city center is famous for its creative flavors and affordable prices."",""translation"":""市中心新開的甜甜圈店以其創意口味和實惠的價格而聞名。""}]}],""synonyms"":[],""antonyms"":[]}],""conjugations"":null,""relatives"":{""morphology"":null,""related"":[]}}"	ai_pass		1
downtown	downtown adj./adv./n.	"{""headword"":""downtown"",""explanation"":""「downtown」是一個多功能詞彙，在學測中常作為副詞或形容詞使用，表示「市中心」或「在市中心」。要注意它在作為副詞時，後面不需要接介系詞 to (例如：go downtown)，這是常見的文法考點。"",""senses"":[{""sense"":""市中心（地點或方向）"",""entries"":[{""pattern"":""downtown"",""pos"":""adverb"",""translation"":""在市中心；向市中心"",""explanation"":""作為副詞，直接修飾動詞，不需要接介系詞 to。常用於描述前往市中心的動作。"",""sentences"":[{""sentence"":""After finishing their final exams, the group of high school students decided to go <target>downtown</target> to celebrate their freedom."",""translation"":""在完成期末考後，這群高中生決定前往市中心慶祝他們的自由。""}]},{""pattern"":""downtown"",""pos"":""adjective"",""translation"":""市中心的"",""explanation"":""用來修飾名詞，指位於城市中心商業區的。"",""sentences"":[{""sentence"":""My father works in a large <target>downtown</target> office building, where he manages several important projects for a global company."",""translation"":""我的父親在市中心的一棟大型辦公大樓工作，他在那裡為一家全球公司管理幾個重要專案。""}]},{""pattern"":""downtown"",""pos"":""noun"",""translation"":""市中心"",""explanation"":""指城市的商業核心地帶。作為名詞時通常不接定冠詞 the。"",""sentences"":[{""sentence"":""<target>Downtown</target> is always crowded with tourists and office workers during the lunch hour on weekdays."",""translation"":""在工作日的午餐時間，市中心總是擠滿了遊客和上班族。""}]}],""synonyms"":[],""antonyms"":[]}],""conjugations"":null,""relatives"":{""morphology"":null,""related"":[]}}"	ai_pass		1
drag	drag v./n.	"{""headword"":""drag"",""explanation"":""「drag」在學測中既可以作為動詞（拉、拖）也可以作為名詞（累贅、無聊的事）。動詞用法中，重點在於其物理上的「拖行」以及比喻義的「拖延時間」，名詞用法則較常出現在口語或描述心理狀態的情境中。"",""senses"":[{""sense"":""拖；拉（物理上的拖行）"",""entries"":[{""pattern"":""drag sth. (along)"",""pos"":""verb"",""translation"":""拖著某物（一起）"",""explanation"":""指用力將某物沿著地面拖動。"",""sentences"":[{""sentence"":""The exhausted traveler tried to <target>drag</target> his heavy suitcase <pattern>along</pattern> the sandy beach toward the hotel."",""translation"":""疲憊的旅人試圖將他沉重的行李箱沿著沙灘向旅館方向拖行。""}]},{""pattern"":""drag sb. into sth."",""pos"":""verb"",""translation"":""將某人捲入某事"",""explanation"":""指強迫或說服某人參與他們不想參與的活動或爭論。"",""sentences"":[{""sentence"":""I did not want to get involved in their argument, but my sister <target>dragged</target> me <pattern>into</pattern> the fight."",""translation"":""我不想捲入他們的爭論，但我的姐姐將我捲入了這場爭吵。""}]}],""synonyms"":[],""antonyms"":[]},{""sense"":""延緩；拖延"",""entries"":[{""pattern"":""drag out"",""pos"":""verb"",""translation"":""延長；拖延"",""explanation"":""指刻意地讓某個過程或活動持續時間比必要的更長。"",""sentences"":[{""sentence"":""The teacher noticed that the student tried to <target>drag</target> <pattern>out</pattern> the presentation to avoid answering difficult questions."",""translation"":""老師注意到該學生試圖拖延簡報時間，以避免回答困難的問題。""}]}],""synonyms"":[],""antonyms"":[]},{""sense"":""令人厭煩的人或事"",""entries"":[{""pattern"":""a drag"",""pos"":""noun"",""translation"":""令人厭煩的事；累贅"",""explanation"":""指某件事物非常無聊或令人沮喪。"",""sentences"":[{""sentence"":""Having to study for the final exams all weekend is such <target>a drag</target>, but it is necessary for success."",""translation"":""整個週末都要準備期末考真是太令人厭煩了，但這對於成功來說是必要的。""}]}],""synonyms"":[],""antonyms"":[]}],""conjugations"":{""past_tense"":""dragged"",""past_participle"":""dragged""},""relatives"":{""morphology"":null,""related"":[]}}"	ai_fail	DENSITY_ERROR: 'drag' is a versatile word but only has 3 patterns provided. It is missing critical high-yield GSAT patterns such as 'drag one's feet' (to delay) or 'drag on' (to continue for too long). Synonyms for the various senses are missing.	1
dragonfly	dragonfly n.	"{""headword"":""dragonfly"",""explanation"":""「dragonfly」在自然科學或生物描述類閱讀測驗中是基礎核心名詞，描述昆蟲的特徵與生活史。"",""senses"":[{""sense"":""蜻蜓"",""entries"":[{""pattern"":""dragonfly"",""pos"":""noun"",""translation"":""蜻蜓"",""explanation"":""指一種具有強大飛行能力且擅長捕食的昆蟲。"",""sentences"":[{""sentence"":""While walking by the pond, the children spotted a bright red <target>dragonfly</target> hovering over the still water."",""translation"":""在池塘邊行走時，孩子們發現一隻鮮紅色的蜻蜓正盤旋在靜止的水面上。""}]}],""synonyms"":[],""antonyms"":[]}],""conjugations"":null,""relatives"":{""morphology"":""dragon (龍) + fly (飛行的昆蟲)"",""related"":[{""word"":""dragon"",""pos"":""noun"",""translation"":""龍"",""explanation"":null}]}}"	ai_pass		1
drain	drain v./n.	"{""headword"":""drain"",""explanation"":""「drain」在環境議題、基礎設施或身體狀態描述中非常高頻。動詞用法包含物理上的「排水」以及比喻義的「耗盡能量/資源」，後者在閱讀測驗中極為重要。"",""senses"":[{""sense"":""排水；流出（物理上的排水）"",""entries"":[{""pattern"":""drain"",""pos"":""verb"",""translation"":""排水；使流出"",""explanation"":""指將液體從容器或區域中排出。"",""sentences"":[{""sentence"":""The city government installed new pipes to <target>drain</target> the floodwater from the streets after the heavy rain."",""translation"":""市政府安裝了新管道，以便在暴雨後將街道上的積水排走。""}]},{""pattern"":""drain"",""pos"":""noun"",""translation"":""排水管；排水口"",""explanation"":""指液體流出的出口或管道。"",""sentences"":[{""sentence"":""The small pieces of plastic waste often block the <target>drain</target> in the kitchen sink, causing the water to overflow."",""translation"":""小塊的塑料廢棄物經常堵塞廚房水槽的排水口，導致水溢出。""}]}],""synonyms"":[],""antonyms"":[]},{""sense"":""耗盡；損耗（比喻義）"",""entries"":[{""pattern"":""drain sth. (of sth.)"",""pos"":""verb"",""translation"":""耗盡…"",""explanation"":""指能量、資金或資源被大量消耗殆盡。"",""sentences"":[{""sentence"":""Working twelve hours a day for several months <target>drained</target> his energy <pattern>of</pattern> all its strength, leaving him feeling completely exhausted."",""translation"":""連續幾個月每天工作十二小時耗盡了他的精力，使他感到完全精疲力竭。""}]},{""pattern"":""be a drain on sth."",""pos"":""noun"",""translation"":""對…造成負擔/損耗"",""explanation"":""指某事對資源（如金錢或時間）造成持續性的消耗。"",""sentences"":[{""sentence"":""The expensive new hospital wing was a huge <target>drain</target> <pattern>on</pattern> the city's limited budget, requiring constant funding."",""translation"":""這座昂貴的新醫院側翼對城市的有限預算造成了巨大的損耗，需要不斷地撥款。""}]}],""synonyms"":[{""word"":""exhaust"",""pos"":""verb"",""translation"":""耗盡"",""explanation"":""強調完全用完""}],""antonyms"":[]}],""conjugations"":{""past_tense"":""drained"",""past_participle"":""drained""},""relatives"":{""morphology"":null,""related"":[]}}"	ai_fail	1. PATTERN_WITH_INSUFFICIENT_EXAMPLES: The pattern 'drain sth. (of sth.)' only has one sentence. For a versatile word like 'drain', more examples are needed. 2. GRAMMARICAL_ERROR: In the sentence 'Working twelve hours a day for several months drained his energy of all its strength', the phrasing 'drained his energy of all its strength' is redundant and unnatural. It should be 'drained him of all his energy' or 'drained his energy'. 3. MISSING_COLLOCATIONS: Common patterns like 'drain away' (physical) or 'drain the swamp' (metaphorical) are missing.	1
dramatic	dramatic adj.	"{""headword"":""dramatic"",""explanation"":""「dramatic」在學測中不僅指「戲劇性的」，更常出現在描述數據、氣候或社會變遷的語境中，用來強調變化的幅度極大且令人驚訝。掌握其在不同情境下的語意轉化是關鍵。"",""senses"":[{""sense"":""劇烈的；顯著的（指變化幅度大且容易被察覺）"",""entries"":[{""pattern"":""dramatic change / increase / decrease"",""pos"":""adjective"",""translation"":""劇烈的轉變／增加／減少"",""explanation"":""用於描述數據、天氣或社會現狀的顯著變動，是寫作與閱讀的高頻搭配。"",""sentences"":[{""sentence"":""After the new environmental law was passed, there was a <target>dramatic</target> <pattern>increase</pattern> in the number of rare birds returning to the forest."",""translation"":""在新的環境法案通過後，稀有鳥類返回森林的數量有了劇烈的增加。""},{""sentence"":""The invention of the smartphone caused a <target>dramatic</target> <pattern>change</pattern> in how people communicate and share information globally."",""translation"":""智慧型手機的發明導致人們在全球溝通與分享資訊的方式發生了劇烈的轉變。""}]}],""synonyms"":[{""word"":""significant"",""pos"":""adjective"",""translation"":""顯著的；重要的"",""explanation"":""強調變化足以引起注意或產生影響""},{""word"":""drastic"",""pos"":""adjective"",""translation"":""劇烈的；極端的"",""explanation"":""通常指為了達成目的而採取極端或強而力的手段""}],""antonyms"":[{""word"":""slight"",""pos"":""adjective"",""translation"":""輕微的"",""explanation"":null},{""word"":""gradual"",""pos"":""adjective"",""translation"":""逐漸的"",""explanation"":""與劇烈、突然的變化相反""}]},{""sense"":""戲劇性的；誇張的（指像戲劇一樣具有強烈情感或視覺衝擊）"",""entries"":[{""pattern"":""dramatic effect"",""pos"":""adjective"",""translation"":""戲劇效果"",""explanation"":""指透過刻意安排使之具有強烈衝擊力的效果。"",""sentences"":[{""sentence"":""The director used dark lighting and loud music to create a <target>dramatic</target> <pattern>effect</pattern> during the final scene of the movie."",""translation"":""導演在電影的最後一幕使用了陰暗的燈光和巨大的音樂來創造戲劇效果。""}]},{""pattern"":""be dramatic"",""pos"":""adjective"",""translation"":""誇張的；戲劇化的"",""explanation"":""描述人的行為或反應過度強烈，像在演戲一般。"",""sentences"":[{""sentence"":""My little sister is very <target>dramatic</target> when she loses a game, often crying and screaming as if the world had ended."",""translation"":""我的小妹在輸掉比賽時非常誇張，經常哭喊，彷彿世界末日一樣。""}]}],""synonyms"":[{""word"":""theatrical"",""pos"":""adjective"",""translation"":""戲劇的；誇張的"",""explanation"":""指行為像在舞台上演出一般""}],""antonyms"":[{""word"":""understated"",""pos"":""adjective"",""translation"":""低調的；不誇張的"",""explanation"":null}]}],""conjugations"":null,""relatives"":{""morphology"":""字根 dramat (戲劇) + 形容詞字尾 -ic"",""related"":[{""word"":""drama"",""pos"":""noun"",""translation"":""戲劇；鬧劇"",""explanation"":""核心名詞型態。""},{""word"":""dramatically"",""pos"":""adverb"",""translation"":""劇烈地；戲劇化地"",""explanation"":""由形容詞 dramatic 加上副詞字尾 -ly 延伸而來。""}]}}"	ai_pass		0
drip	drip n./v.	"{""headword"":""drip"",""explanation"":""「drip」既可作為名詞指代水滴，也可作為動詞指代水滴落下。在學測中，常出現在環境描述或日常生活中，注意其與 leak (漏水) 的區分。"",""senses"":[{""sense"":""水滴（名詞）"",""entries"":[{""pattern"":""a drip of sth."",""pos"":""noun"",""translation"":""一滴…"",""explanation"":""指單個液體顆粒落下的狀態。"",""sentences"":[{""sentence"":""The thirsty traveler could barely find a single <target>drip</target> <pattern>of</pattern> water in the dry desert, feeling extremely desperate."",""translation"":""口渴的旅人幾乎在乾燥的沙漠中找不到一滴水，感到非常絕望。""}]},{""pattern"":""the drip of sth."",""pos"":""noun"",""translation"":""…滴落的聲音/狀態"",""explanation"":""指液體不斷滴落所產生的聲音或連續的動作。"",""sentences"":[{""sentence"":""I could not sleep last night because I heard the constant <target>drip</target> <pattern>of</pattern> water from the broken kitchen faucet."",""translation"":""我昨晚睡不著，因為我聽到廚房壞掉的水龍頭不斷傳出水滴落的聲音。""}]}],""synonyms"":[],""antonyms"":[]},{""sense"":""滴落（動詞）"",""entries"":[{""pattern"":""drip from/off sth."",""pos"":""verb"",""translation"":""從…滴落"",""explanation"":""描述液體緩慢地從某處落下。"",""sentences"":[{""sentence"":""The wet leaves began to <target>drip</target> <pattern>from</pattern> the trees after the heavy rain had finally stopped in the afternoon."",""translation"":""在午後大雨終於停止後，濕潤的葉子開始從樹上滴水。""}]},{""pattern"":""drip off sth."",""pos"":""verb"",""translation"":""verb"",""explanation"":""描述液體從表面滴落。"",""sentences"":[{""sentence"":""Sweat began to <target>drip</target> <pattern>off</pattern> his forehead as he struggled to climb the steep mountain under the hot sun."",""translation"":""在烈日下艱難地攀登陡峭的山峰時，汗水開始從他的額頭上滴落。""}]}],""synonyms"":[{""word"":""trickle"",""pos"":""verb"",""translation"":""細流；滴落"",""explanation"":""強調液體緩慢且量少地流動""}],""antonyms"":[]}],""conjugations"":{""past_tense"":""dripped"",""past_participle"":""dripped""},""relatives"":{""morphology"":null,""related"":[]}}"	ai_fail	CONTAINS_TYPO: In the pattern 'drip off sth.', the explanation field contains the word 'verb' instead of a proper Traditional Chinese explanation.	1
drown	drown v.	"{""headword"":""drown"",""explanation"":""「drown」在閱讀測驗中常與水災或意外事故相關。要注意其引申義：除了指人或動物溺水，還可以用於描述聲音被其他更強大的聲音所淹沒，或描述被大量事物（如債務、工作）所壓倒。"",""senses"":[{""sense"":""淹死；溺水"",""entries"":[{""pattern"":""drown in sth."",""pos"":""verb"",""translation"":""在…中淹死／溺水"",""explanation"":""指生物在液體中無法呼吸而死亡。"",""sentences"":[{""sentence"":""The lifeguard quickly jumped into the deep ocean to save the young boy who was about to <target>drown</target> <pattern>in</pattern> the rough waves."",""translation"":""救生員迅速跳入深海，以營救即將在洶湧波浪中溺水的小男孩。""}]},{""pattern"":""drown in debt"",""pos"":""verb"",""translation"":""債務累累／被債務淹沒"",""explanation"":""比喻用法，指一個人被大量的債務壓倒，無法自拔。"",""sentences"":[{""sentence"":""After several failed business investments, the businessman found himself <target>drowning</target> <pattern>in</pattern> debt, making it impossible for him to maintain his luxury lifestyle."",""translation"":""在幾次失敗的商業投資後，這位商人發現自己債務累累，導致他無法維持其奢侈的生活方式。""}]}],""synonyms"":[],""antonyms"":[]},{""sense"":""淹沒（指聲音或情感）"",""entries"":[{""pattern"":""drown out sth."",""pos"":""verb"",""translation"":""淹沒（聲音）"",""explanation"":""指一個較強的聲音完全覆蓋掉另一個較弱的聲音，是常見的慣用語。"",""sentences"":[{""sentence"":""The loud noise of the construction site nearby <target>drowned</target> <pattern>out</pattern> the teacher's voice, making it impossible for students to hear the lesson."",""translation"":""附近工地巨大的噪音淹沒了老師的聲音，導致學生們無法聽到課程內容。""}]}],""synonyms"":[{""word"":""overpower"",""pos"":""verb"",""translation"":""壓倒；淹沒"",""explanation"":""指力量或聲音強大到足以覆蓋另一個""}],""antonyms"":[]}],""conjugations"":{""past_tense"":""drowned"",""past_participle"":""drowned""},""relatives"":{""morphology"":null,""related"":[]}}"	ai_fail	DENSITY_ERROR: 'drown' is a versatile word with multiple senses (physical, financial, auditory), but only 3 patterns are provided. It needs more patterns to be comprehensive for GSAT.	1
drugstore	drugstore n.	"{""headword"":""drugstore"",""explanation"":""「drugstore」指藥局或藥店。在美式英語中，它不僅僅是賣藥的 pharmacy，而是也賣化妝品、零食等雜貨的店鋪。"",""senses"":[{""sense"":""藥局；藥店"",""entries"":[{""pattern"":""drugstore"",""pos"":""noun"",""translation"":""藥局"",""explanation"":""指銷售藥品及日常雜貨的店鋪。"",""sentences"":[{""sentence"":""I stopped at the <target>drugstore</target> on my way home to buy some cold medicine and a pack of tissues for my sick sister."",""translation"":""我在回家途中在藥局停下來，為我生病的妹妹買了一些感冒藥和一包面紙。""}]}],""synonyms"":[{""word"":""pharmacy"",""pos"":""noun"",""translation"":""藥局"",""explanation"":""較為正式，且專指銷售藥品之處""}],""antonyms"":[]}],""conjugations"":null,""relatives"":{""morphology"":""drug (藥) + store (店)"",""related"":[]}}"	ai_pass		0
